Quantile,pre,µa,µsp,post,µa,µsp,1 mo,µa,µsp,6 mo,µa,µsp,12 mo,µa,µsp,total,µa,µsp,IVH,µa,µsp,PBI,µa,µsp,wavelength (nm),distance (cm)
1%_DR,2.11 E-5,nan,nan,2.32 E-5,nan,nan,1.94 E-5,nan,nan,1.10 E-5,nan,nan,1.06 E-5,nan,nan,1.29 E-5,nan,nan,1.67 E-5,nan,nan,1.16 E-5,nan,nan,814,2.5
Min_DR,1.10 E-5,2.00 E-1,8.48 E0,1.51 E-5,2.11 E-1,7.31 E0,6.68 E-6,2.03 E-1,9.73 E0,4.51 E-6,2.70 E-1,8.60 E0,5.84 E-6,2.03 E-1,1.01 E+1,4.51 E-6,2.70 E-1,8.60 E0,1.00 E-5,2.15 E-1,8.21 E0,4.77 E-6,2.47 E-1,9.14 E0,814,2.5
Max_DR,6.09 E-4,6.38 E-2,1.63 E0,6.74 E-4,4.86 E-2,9.08 E-1,6.42 E-4,6.07 E-2,1.20 E0,6.26 E-4,6.18 E-2,1.57 E0,4.42 E-4,7.32 E-2,2.58 E0,6.74 E-4,4.86 E-2,9.08 E-1,6.42 E-4,5.90 E-2,1.56 E0,8.50 E-4,2.88 E-2,1.15 E0,827,2.5
99%_DR,3.90 E-4,nan,nan,6.41 E-4,nan,nan,5.16 E-4,nan,nan,3.50 E-4,nan,nan,3.44 E-4,nan,nan,5.08 E-4,nan,nan,4.92 E-4,nan,nan,4.57 E-4,nan,nan,827,2.5
95%_DR,2.65 E-4,nan,nan,4.09 E-4,nan,nan,3.99 E-4,nan,nan,1.96 E-4,nan,nan,1.71 E-4,nan,nan,3.14 E-4,nan,nan,3.79 E-4,nan,nan,1.69 E-4,nan,nan,827,2.5
5%_DR,2.86 E-5,nan,nan,3.39 E-5,nan,nan,3.17 E-5,nan,nan,1.87 E-5,nan,nan,1.52 E-5,nan,nan,2.22 E-5,nan,nan,3.59 E-5,nan,nan,2.07 E-5,nan,nan,827,2.5
1%_DR,1.95 E-5,nan,nan,2.12 E-5,nan,nan,1.82 E-5,nan,nan,1.00 E-5,nan,nan,9.61 E-6,nan,nan,1.22 E-5,nan,nan,2.15 E-5,nan,nan,1.21 E-5,nan,nan,827,2.5
Min_DR,9.75 E-6,2.11 E-1,8.43 E0,1.44 E-5,2.09 E-1,7.48 E0,6.30 E-6,2.16 E-1,9.41 E0,4.18 E-6,2.81 E-1,8.49 E0,5.32 E-6,2.15 E-1,9.91 E0,4.18 E-6,2.81 E-1,8.49 E0,1.57 E-5,1.94 E-1,7.74 E0,5.04 E-6,2.66 E-1,8.44 E0,827,2.5
Max_DR,1.93 E-4,9.63 E-2,2.28 E0,4.00 E-4,6.08 E-2,1.20 E0,1.95 E-4,1.28 E-1,1.56 E0,1.86 E-4,1.03 E-1,2.19 E0,1.01 E-4,9.54 E-2,3.68 E0,4.00 E-4,6.08 E-2,1.20 E0,4.25 E-4,3.62 E-2,2.16 E0,5.76 E-4,2.48 E-2,1.60 E0,673,3
99%_DR,8.47 E-5,nan,nan,2.99 E-4,nan,nan,1.27 E-4,nan,nan,5.47 E-5,nan,nan,5.28 E-5,nan,nan,1.40 E-4,nan,nan,1.21 E-4,nan,nan,4.90 E-5,nan,nan,673,3
95%_DR,3.93 E-5,nan,nan,1.12 E-4,nan,nan,7.81 E-5,nan,nan,1.94 E-5,nan,nan,1.92 E-5,nan,nan,5.46 E-5,nan,nan,8.75 E-5,nan,nan,2.00 E-5,nan,nan,673,3
5%_DR,1.27 E-6,nan,nan,1.84 E-6,nan,nan,1.33 E-6,nan,nan,4.81 E-7,nan,nan,2.72 E-7,nan,nan,6.44 E-7,nan,nan,1.56 E-6,nan,nan,1.60 E-6,nan,nan,673,3
1%_DR,7.12 E-7,nan,nan,5.39 E-7,nan,nan,4.82 E-7,nan,nan,1.53 E-7,nan,nan,9.99 E-8,nan,nan,1.70 E-7,nan,nan,8.45 E-7,nan,nan,7.12 E-7,nan,nan,673,3
Min_DR,3.33 E-7,2.19 E-1,1.26 E+1,1.63 E-7,3.03 E-1,1.10 E+1,1.10 E-7,4.17 E-1,8.84 E0,2.94 E-8,3.44 E-1,1.34 E+1,5.21 E-8,3.40 E-1,1.22 E+1,2.94 E-8,3.44 E-1,1.34 E+1,3.19 E-7,2.62 E-1,1.09 E+1,2.80 E-7,2.03 E-1,1.39 E+1,673,3
Max_DR,2.31 E-4,8.39 E-2,2.18 E0,4.25 E-4,5.46 E-2,1.23 E0,2.60 E-4,1.01 E-1,1.44 E0,2.36 E-4,8.65 E-2,2.06 E0,1.30 E-4,8.31 E-2,3.49 E0,4.25 E-4,5.46 E-2,1.23 E0,4.43 E-4,3.39 E-2,2.14 E0,5.81 E-4,2.31 E-2,1.69 E0,686,3
99%_DR,1.12 E-4,nan,nan,3.26 E-4,nan,nan,1.72 E-4,nan,nan,8.69 E-5,nan,nan,8.14 E-5,nan,nan,1.81 E-4,nan,nan,1.88 E-4,nan,nan,1.03 E-4,nan,nan,686,3
95%_DR,5.90 E-5,nan,nan,1.43 E-4,nan,nan,1.10 E-4,nan,nan,3.04 E-5,nan,nan,2.64 E-5,nan,nan,7.73 E-5,nan,nan,1.23 E-4,nan,nan,3.28 E-5,nan,nan,686,3
5%_DR,2.30 E-6,nan,nan,3.27 E-6,nan,nan,2.37 E-6,nan,nan,1.01 E-6,nan,nan,5.68 E-7,nan,nan,1.22 E-6,nan,nan,2.12 E-6,nan,nan,2.08 E-6,nan,nan,686,3
1%_DR,1.32 E-6,nan,nan,1.08 E-6,nan,nan,9.42 E-7,nan,nan,3.62 E-7,nan,nan,2.18 E-7,nan,nan,3.72 E-7,nan,nan,1.27 E-6,nan,nan,1.18 E-6,nan,nan,686,3
Min_DR,6.77 E-7,2.46 E-1,9.75 E0,3.73 E-7,2.53 E-1,1.09 E+1,2.58 E-7,2.41 E-1,1.22 E+1,8.11 E-8,2.83 E-1,1.33 E+1,1.13 E-7,3.04 E-1,1.17 E+1,8.11 E-8,2.83 E-1,1.33 E+1,6.88 E-7,2.03 E-1,1.15 E+1,5.72 E-7,1.80 E-1,1.32 E+1,686,3
Max_DR,2.78 E-4,4.49 E-2,3.02 E0,4.53 E-4,4.85 E-2,1.22 E0,2.49 E-4,5.88 E-2,2.76 E0,2.63 E-4,7.37 E-2,2.15 E0,1.55 E-4,1.07 E-1,2.49 E0,4.53 E-4,4.85 E-2,1.22 E0,4.72 E-4,3.04 E-2,2.10 E0,6.03 E-4,2.08 E-2,1.69 E0,701,3
99%_DR,1.31 E-4,nan,nan,3.59 E-4,nan,nan,1.86 E-4,nan,nan,6.97 E-5,nan,nan,9.83 E-5,nan,nan,1.87 E-4,nan,nan,2.37 E-4,nan,nan,1.47 E-4,nan,nan,701,3
95%_DR,7.69 E-5,nan,nan,1.50 E-4,nan,nan,1.29 E-4,nan,nan,3.95 E-5,nan,nan,3.37 E-5,nan,nan,9.39 E-5,nan,nan,1.50 E-4,nan,nan,4.29 E-5,nan,nan,701,3
5%_DR,3.61 E-6,nan,nan,4.76 E-6,nan,nan,3.84 E-6,nan,nan,1.83 E-6,nan,nan,9.82 E-7,nan,nan,2.12 E-6,nan,nan,3.11 E-6,nan,nan,2.87 E-6,nan,nan,701,3
1%_DR,2.17 E-6,nan,nan,2.12 E-6,nan,nan,1.79 E-6,nan,nan,7.64 E-7,nan,nan,5.47 E-7,nan,nan,8.10 E-7,nan,nan,2.04 E-6,nan,nan,1.77 E-6,nan,nan,701,3
Min_DR,1.29 E-6,2.19 E-1,9.22 E0,7.89 E-7,2.23 E-1,1.02 E+1,4.49 E-7,2.17 E-1,1.19 E+1,1.78 E-7,2.39 E-1,1.33 E+1,2.36 E-7,2.68 E-1,1.14 E+1,1.78 E-7,2.39 E-1,1.33 E+1,1.22 E-6,1.78 E-1,1.11 E+1,9.92 E-7,1.79 E-1,1.16 E+1,701,3
Max_DR,2.97 E-4,6.90 E-2,1.97 E0,4.61 E-4,4.73 E-2,1.17 E0,3.00 E-4,5.13 E-2,2.55 E0,3.05 E-4,6.48 E-2,2.04 E0,1.92 E-4,9.23 E-2,2.38 E0,4.61 E-4,4.73 E-2,1.17 E0,5.10 E-4,2.66 E-2,2.03 E0,6.25 E-4,1.96 E-2,1.57 E0,724,3
99%_DR,1.50 E-4,nan,nan,4.09 E-4,nan,nan,2.26 E-4,nan,nan,1.10 E-4,nan,nan,1.32 E-4,nan,nan,2.28 E-4,nan,nan,2.47 E-4,nan,nan,1.72 E-4,nan,nan,724,3
95%_DR,9.92 E-5,nan,nan,1.76 E-4,nan,nan,1.58 E-4,nan,nan,5.15 E-5,nan,nan,4.81 E-5,nan,nan,1.15 E-4,nan,nan,1.63 E-4,nan,nan,4.92 E-5,nan,nan,724,3
5%_DR,4.85 E-6,nan,nan,6.57 E-6,nan,nan,5.01 E-6,nan,nan,2.58 E-6,nan,nan,1.76 E-6,nan,nan,3.19 E-6,nan,nan,4.50 E-6,nan,nan,4.30 E-6,nan,nan,724,3
1%_DR,2.88 E-6,nan,nan,3.56 E-6,nan,nan,2.52 E-6,nan,nan,1.17 E-6,nan,nan,1.05 E-6,nan,nan,1.49 E-6,nan,nan,2.95 E-6,nan,nan,2.40 E-6,nan,nan,724,3
Min_DR,1.84 E-6,1.72 E-1,1.03 E+1,9.50 E-7,2.21 E-1,9.87 E0,7.34 E-7,2.02 E-1,1.13 E+1,3.57 E-7,2.22 E-1,1.22 E+1,5.32 E-7,2.26 E-1,1.11 E+1,3.57 E-7,2.22 E-1,1.22 E+1,1.96 E-6,1.59 E-1,1.08 E+1,1.25 E-6,1.74 E-1,1.12 E+1,724,3
Max_DR,2.67 E-4,8.02 E-2,1.92 E0,4.00 E-4,6.14 E-2,1.15 E0,3.08 E-4,8.82 E-2,1.24 E0,3.31 E-4,7.33 E-2,1.52 E0,1.62 E-4,8.15 E-2,3.05 E0,4.00 E-4,6.14 E-2,1.15 E0,5.11 E-4,2.94 E-2,1.86 E0,6.00 E-4,2.43 E-2,1.32 E0,754,3
99%_DR,1.06 E-4,nan,nan,3.23 E-4,nan,nan,2.05 E-4,nan,nan,1.27 E-4,nan,nan,1.14 E-4,nan,nan,2.02 E-4,nan,nan,2.10 E-4,nan,nan,9.57 E-5,nan,nan,754,3
95%_DR,7.10 E-5,nan,nan,1.56 E-4,nan,nan,1.28 E-4,nan,nan,5.01 E-5,nan,nan,4.33 E-5,nan,nan,9.51 E-5,nan,nan,1.39 E-4,nan,nan,3.87 E-5,nan,nan,754,3
5%_DR,4.28 E-6,nan,nan,5.28 E-6,nan,nan,4.40 E-6,nan,nan,2.21 E-6,nan,nan,1.54 E-6,nan,nan,2.80 E-6,nan,nan,3.70 E-6,nan,nan,3.47 E-6,nan,nan,754,3
1%_DR,2.57 E-6,nan,nan,2.47 E-6,nan,nan,2.09 E-6,nan,nan,9.73 E-7,nan,nan,9.02 E-7,nan,nan,1.23 E-6,nan,nan,2.51 E-6,nan,nan,1.53 E-6,nan,nan,754,3
Min_DR,1.26 E-6,2.10 E-1,9.61 E0,1.24 E-6,2.29 E-1,8.99 E0,6.32 E-7,2.34 E-1,1.03 E+1,2.17 E-7,2.81 E-1,1.11 E+1,4.30 E-7,2.39 E-1,1.11 E+1,2.17 E-7,2.81 E-1,1.11 E+1,1.38 E-6,2.30 E-1,8.71 E0,8.15 E-7,2.27 E-1,1.00 E+1,754,3
Max_DR,2.66 E-4,6.97 E-2,2.24 E0,4.43 E-4,5.14 E-2,1.05 E0,3.86 E-4,6.20 E-2,1.35 E0,3.90 E-4,6.02 E-2,1.39 E0,2.10 E-4,8.89 E-2,2.27 E0,4.43 E-4,5.14 E-2,1.05 E0,5.51 E-4,2.60 E-2,1.75 E0,6.17 E-4,2.22 E-2,1.32 E0,784,3
99%_DR,1.54 E-4,nan,nan,3.83 E-4,nan,nan,2.58 E-4,nan,nan,1.71 E-4,nan,nan,1.60 E-4,nan,nan,2.47 E-4,nan,nan,2.84 E-4,nan,nan,1.68 E-4,nan,nan,784,3
95%_DR,1.01 E-4,nan,nan,1.89 E-4,nan,nan,1.73 E-4,nan,nan,7.23 E-5,nan,nan,6.32 E-5,nan,nan,1.27 E-4,nan,nan,1.76 E-4,nan,nan,5.32 E-5,nan,nan,784,3
5%_DR,6.74 E-6,nan,nan,8.35 E-6,nan,nan,7.77 E-6,nan,nan,4.03 E-6,nan,nan,3.02 E-6,nan,nan,4.93 E-6,nan,nan,7.15 E-6,nan,nan,4.53 E-6,nan,nan,784,3
1%_DR,4.32 E-6,nan,nan,4.69 E-6,nan,nan,3.92 E-6,nan,nan,1.94 E-6,nan,nan,1.70 E-6,nan,nan,2.27 E-6,nan,nan,4.30 E-6,nan,nan,2.50 E-6,nan,nan,784,3
Min_DR,2.11 E-6,1.95 E-1,8.99 E0,2.45 E-6,1.99 E-1,8.49 E0,1.04 E-6,2.06 E-1,1.03 E+1,6.37 E-7,2.68 E-1,9.17 E0,8.50 E-7,2.03 E-1,1.09 E+1,6.37 E-7,2.68 E-1,9.17 E0,2.19 E-6,1.97 E-1,8.83 E0,1.69 E-6,1.71 E-1,1.06 E+1,784,3
Max_DR,3.77 E-4,5.80 E-2,1.63 E0,4.75 E-4,4.47 E-2,1.10 E0,4.19 E-4,4.22 E-2,1.93 E0,3.69 E-4,5.82 E-2,1.70 E0,2.41 E-4,8.42 E-2,2.07 E0,4.75 E-4,4.47 E-2,1.10 E0,5.42 E-4,2.81 E-2,1.68 E0,5.73 E-4,2.81 E-2,1.21 E0,814,3
99%_DR,2.12 E-4,nan,nan,3.38 E-4,nan,nan,2.86 E-4,nan,nan,1.82 E-4,nan,nan,1.82 E-4,nan,nan,2.60 E-4,nan,nan,2.85 E-4,nan,nan,1.92 E-4,nan,nan,814,3
95%_DR,1.27 E-4,nan,nan,1.99 E-4,nan,nan,2.05 E-4,nan,nan,8.80 E-5,nan,nan,7.59 E-5,nan,nan,1.54 E-4,nan,nan,2.04 E-4,nan,nan,6.19 E-5,nan,nan,814,3
5%_DR,8.95 E-6,nan,nan,1.04 E-5,nan,nan,9.70 E-6,nan,nan,5.27 E-6,nan,nan,3.94 E-6,nan,nan,6.23 E-6,nan,nan,7.54 E-6,nan,nan,4.82 E-6,nan,nan,814,3
1%_DR,5.38 E-6,nan,nan,5.96 E-6,nan,nan,4.85 E-6,nan,nan,2.43 E-6,nan,nan,2.35 E-6,nan,nan,3.01 E-6,nan,nan,4.05 E-6,nan,nan,2.65 E-6,nan,nan,814,3
Min_DR,2.43 E-6,2.00 E-1,8.48 E0,3.53 E-6,2.11 E-1,7.31 E0,1.35 E-6,2.03 E-1,9.73 E0,8.24 E-7,2.70 E-1,8.60 E0,1.15 E-6,2.03 E-1,1.01 E+1,8.24 E-7,2.70 E-1,8.60 E0,2.17 E-6,2.15 E-1,8.21 E0,8.87 E-7,2.47 E-1,9.14 E0,814,3
Max_DR,3.54 E-4,6.38 E-2,1.63 E0,4.51 E-4,4.86 E-2,9.08 E-1,4.01 E-4,6.07 E-2,1.20 E0,3.68 E-4,6.18 E-2,1.57 E0,2.22 E-4,7.32 E-2,2.58 E0,4.51 E-4,4.86 E-2,9.08 E-1,3.80 E-4,5.90 E-2,1.56 E0,5.68 E-4,2.88 E-2,1.15 E0,827,3
99%_DR,1.89 E-4,nan,nan,3.95 E-4,nan,nan,2.82 E-4,nan,nan,1.66 E-4,nan,nan,1.67 E-4,nan,nan,2.76 E-4,nan,nan,2.70 E-4,nan,nan,2.32 E-4,nan,nan,827,3
95%_DR,1.15 E-4,nan,nan,2.15 E-4,nan,nan,1.94 E-4,nan,nan,7.94 E-5,nan,nan,6.71 E-5,nan,nan,1.44 E-4,nan,nan,1.84 E-4,nan,nan,6.66 E-5,nan,nan,827,3
5%_DR,7.81 E-6,nan,nan,9.64 E-6,nan,nan,8.82 E-6,nan,nan,4.68 E-6,nan,nan,3.60 E-6,nan,nan,5.72 E-6,nan,nan,1.02 E-5,nan,nan,5.32 E-6,nan,nan,827,3
1%_DR,4.91 E-6,nan,nan,5.36 E-6,nan,nan,4.48 E-6,nan,nan,2.17 E-6,nan,nan,2.06 E-6,nan,nan,2.77 E-6,nan,nan,5.51 E-6,nan,nan,2.74 E-6,nan,nan,827,3
Min_DR,2.10 E-6,2.11 E-1,8.43 E0,3.33 E-6,2.09 E-1,7.48 E0,1.25 E-6,2.16 E-1,9.41 E0,7.50 E-7,2.81 E-1,8.49 E0,1.02 E-6,2.15 E-1,9.91 E0,7.50 E-7,2.81 E-1,8.49 E0,3.73 E-6,1.94 E-1,7.74 E0,9.40 E-7,2.66 E-1,8.44 E0,827,3
